Company,Sector,ESG Topic,Extracted Claim,Sentiment Score,Specificity Score,Greenwashing Risk Score,Doc,Page
intel_esg,Unknown,Labor Practices,"Contents Introduction Our Business People Sustainability Technology Appendix
Our Due Diligence Continues: 3TG and Cobalt
Intel’s responsible 3TG and cobalt program, aligned with the OECD
Guidance, focuses on three primary areas:
Risk Identification. Each year, Intel conducts a supply chain survey
to identify the smelters and refiners that process the 3TG and cobalt
contained in the products supplied to Intel, and the country of origin of
minerals used. We then compare those smelters and refiners to the list
of facilities that conform to a responsible minerals sourcing validation
program, such ",0.007,0.53,0.491,intel_esg.pdf,28
intel_esg,Unknown,Labor Practices,"Contents Introduction Our Business People Sustainability Technology Appendix
Respecting Human Rights
Human rights are the fundamental rights, freedoms, and standards of Human Rights Governance The Governance Committee has primary responsibility for oversight
treatment to which all people are entitled. The Intel Global Human Rights of corporate responsibility at Intel, including human rights issues. Our
We have established an integrated approach designed to embed respect
Principles and Approach statement, policies, and integrated approach annual Combating Modern Slavery and Ensuring Transparent",0.047,0.43,0.511,intel_esg.pdf,23
intel_esg,Unknown,Labor Practices,"Contents Introduction Our Business People Sustainability Technology Appendix
CHIPS Act Awards
In November 2024, Intel and the US Department of Commerce Building Tomorrow’s Workforce
announced an agreement to award Intel $7.86 billion in direct funding
Intel’s CHIPS award includes an additional $65 million set aside to
for our commercial semiconductor manufacturing projects under the
support efforts to create a more skilled semiconductor workforce.
US CHIPS and Science Act. Intel received $1.1 billion of that award in the
Among other things, this funding will help train students and faculty at ",0.881,0.38,0.787,intel_esg.pdf,5
intel_esg,Unknown,Labor Practices,"Contents Introduction Our Business People Sustainability Technology Appendix
People: Our Approach
We strive to create a high-performing environment where every
employee feels respected, valued, and inspired to do their best work.
We also engage and invest in initiatives and collaborations to foster
growth and opportunity across communities and our industry.
We have a long history as a leader in advancing safety, wellness, and
responsible business practices across our global manufacturing
operations, our value chain, and beyond. This includes our strong focus
on employee health, safety, and wel",0.881,0.38,0.712,intel_esg.pdf,14
intel_esg,Unknown,Waste Management,"Contents Introduction Our Business People Sustainability Technology Appendix
Sustainable Packaging
Intel has a history of practicing sustainable packaging methods to
improve packaging designs and sustainable material selection. We
focus on reducing unfavorable material, increasing material efficiency,
designing for recovery and recycling, prioritizing recycled content,
and sourcing responsibly managed materials.
Working with suppliers, we developed a reusable precision
thermoform tray for incoming material and for finished goods shipping
to customers. The thermoform tray is made from a more re",0.953,0.86,0.462,intel_esg.pdf,36
intel_esg,Unknown,Waste Management,"Disclosure Verification
module Data verified standard Please explain
On a regular basis, we validate the management systems and processes used to collect the data.
We have maintained a multi-site ISO 14001 certification for our manufacturing locations since
2001, which requires independent third-party audits at many of our sites each year. We also
maintain a company-wide certification to ISO 45001, an internationally recognized standard for
environmental, health, and safety management systems, which requires independent thirdparty audits at our manufacturing sites.
Since 2012, we have complete",0.731,0.84,0.501,intel_esg.pdf,239
intel_esg,Unknown,Waste Management,"Risk Value chain Type of
exposure stage risk Please explain
packaging in the EU market, increase packaging recycling viability, and reduce the need for
virgin materials in packaging with mandatory targets for recycled content by 2030.
Canada is also undergoing a public consultation on a regulatory framework to establish
mandatory requirements for recycled content, labelling, and reporting of plastic packaging.
To address these potential regulations, and in line with our sustainability principles, we have
set a 2030 goal to have 100% of the plastic we use in our packaging containing biobased, p",0.982,0.76,0.68,intel_esg.pdf,241
intel_esg,Unknown,Waste Management,"Targets
in
place Target type Target metric Please explain
Increase the proportion of part trays that were historically sent to landfill. The mass of the thermoform
plastic packaging that is tray is 50% less than an industry injection molded tray and made of a more
reusable recyclable material (polyethylene terephthalate or PET). We worked to include
Increase the proportion of post-consumer recycled material in the thermoform trays so that nearly half of
recyclable plastic waste that the tray is non-virgin material. Since 2009, we conservatively estimate that we
is collected, sorted, and have e",0.881,0.71,0.572,intel_esg.pdf,242
intel_esg,Unknown,Waste Management,"Total
weight of
plastic
packaging
sold / used Raw
during the material
reporting content % post- % postyear percentages % virgin % virgin industrial consumer
(Metric available to fossil-based renewable recycled recycled
tonnes) report content content content content Please explain
Plastic
packaging <Not <Not <Not <Not <Not <Not
sold Applicable> Applicable> Applicable> Applicable> Applicable> Applicable> <Not Applicable>
Intel continues to explore new
alternatives for plastic packaging
Plastic materials with for post-consumer
packaging <Not <Not <Not <Not recycled content, as well as bio-based
u",0.881,0.71,0.497,intel_esg.pdf,243
intel_esg,Unknown,Waste Management,"Plastics Value chain
mapping stage Please explain
In the product space, we take steps to integrate environmental considerations into the design of our
products to minimize environmental impacts at their end of life. Our flagship product line for sustainable
small formfactor PCs, Intel NUC (next unit of computing), has a retail packaging up to 100% recyclable, and
40% of NUC 12 mini-PCs use up to 75% recycled plastics (by weight).
W10.2
(W10.2) Across your value chain, have you assessed the potential environmental and human health impacts of your
use and/or production of plastics?
Impact Value
",0.269,0.48,0.474,intel_esg.pdf,240
intel_esg,Unknown,Waste Management,"% of plastic
Percentages % of plastic packaging
available to % of plastic packaging that is
report for packaging that is recyclable
circularity that is technically in practice
potential reusable recyclable at scale Please explain
waste collection and recycling regulations, practices, and feasibility
can vary greatly across states and countries.
W11. Sign off
W-FI
(W-FI) Use this field to provide any additional information or context that you feel is relevant to your organization's
response. Please note that this field is optional and is not scored.
Toward 2030: Intel's RISE goals
Intel’s purpo",0.982,0.46,0.735,intel_esg.pdf,244
intel_esg,Unknown,Water & Effluents,"W8.1a
(W8.1a) Provide details of your water targets that are monitored at the corporate level, and the progress made.
Target reference number
Target 1
Category of target
Watershed remediation and habitat restoration, ecosystem preservation
Level
Company-wide
Primary motivation
Water stewardship
Description of target
In 2020 we announced a company-wide target to achieve net positive water by restoring >100% of our global company-wide freshwater consumption by 2030. This is
focused on closing the gap in our water balance (i.e., difference between withdrawals and discharge to our municipalities) ",1.0,0.94,0.44,intel_esg.pdf,416
intel_esg,Unknown,Water & Effluents,"26
% of target achieved relative to base year
Target status in reporting year
Underway
Please explain
In 2020 we announced a company-wide target to achieve net positive water by 2030 by conserving 60 billion gallons of water
and funding water restoration projects that restore more fresh water than we consume to our local watersheds. This water
conservation target was selected to continue driving our efficient use of natural resources, and because it helps reduce
environmental impacts by decreasing overall freshwater withdrawals across the company. To achieve this ambitious target
Intel employe",1.0,0.91,0.463,intel_esg.pdf,236
intel_esg,Unknown,Water & Effluents,"Target status in reporting year
Achieved
Please explain
In 2020 we announced a company-wide target to achieve net positive water by restoring >100% of our global company-wide
freshwater consumption by 2030. We are achieving this target by funding a portfolio of restoration projects in our watersheds
that are implemented by environmental NGOs. During 2022, we funded 4 new projects benefiting Arizona and Mexico,
bringing the total to 42 projects funded globally through the end of 2022. Most projects supported by Intel will restore water
each year for ~10 years or more, addressing the water chall",1.0,0.88,0.469,intel_esg.pdf,234
intel_esg,Unknown,Water & Effluents,"Underway
Please explain
In 2020 we announced a company-wide target to achieve net positive water by restoring >100% of our global company-wide
freshwater consumption by 2030. This is focused on closing the gap in our water balance (i.e., difference between withdrawals
and discharge to our municipalities) and changes each year as our actual freshwater withdrawals/discharges change. We are
achieving this target by funding a portfolio of restoration projects in our watersheds that are implemented by environmental
NGOs. Through the end of 2022, we funded a total of 42 water restoration projects si",1.0,0.88,0.471,intel_esg.pdf,235
intel_esg,Unknown,Water & Effluents,"% of Frequency of Method of
sites/facilities/operations measurement measurement Please explain
For sites where temperature monitoring is
required, water temperature that is
discharged by Intel is measured through the
use of local facility thermometers on a
continual basis to meet local water
temperature discharge regulations.
Water consumption is calculated based on
water withdrawals as determined from utility
billing data, and our monitored discharges
tracked daily, weekly, monthly, or quarterly
(depending on the parameter). This is used to
measure progress toward our goal to achieve
net posi",0.881,0.87,0.566,intel_esg.pdf,169
intel_esg,Unknown,Water & Effluents,"W8.1b
(W8.1b) Provide details of your water goal(s) that are monitored at the corporate level and the progress made.
Goal
Engaging with local community
Level
Company-wide
Motivation
Water stewardship
Description of goal
Local community engagement is important to Intel because we are committed to make a positive impact in the communities where we operate. As part of our water
stewardship program, we engage with local stakeholders such as community advisory panels & local NGOs to understand local water challenges, identify key
environmental nonprofits & develop strategies to achieve benefits to ",1.0,0.84,0.581,intel_esg.pdf,417
intel_esg,Unknown,Water & Effluents,"Since we announced our new strategy, we have been inspired by the many ways our employees have driven progress on our
goals in the face of a challenging external environment, and by the positive feedback and increased interest from stakeholders
to work together to accelerate global impact. Our multi-year process to develop our new strategy and goals involved many
teams and executives across the company, incorporated direct feedback from our external stakeholders, and leveraged a
number of external frameworks, including the UN Sustainable Development Goals.
Specific to our commitment to reduce ",0.953,0.81,0.605,intel_esg.pdf,245
intel_esg,Unknown,Water & Effluents,"sustainability risk and maturity.
As part of our 2022 Supplier Program to Accelerate Responsibility and Commitment (SPARC) and using this screening criteria,
we identified 61 first-tier suppliers, which represents less than 1% of total suppliers and make up approximately 48% of total
procurement spend. We asked the totality of this list (all 61 suppliers = 100% engaged) to submit the CDP Water Security
Questionnaire. We achieved a 100% response rate, with 93% of the suppliers publicly sharing their responses. Suppliers are
incentivized by Intel to report to CDP because it is required to achiev",0.982,0.8,0.523,intel_esg.pdf,197
intel_esg,Unknown,Water & Effluents,"% of Please explain
sites/facilities/operations
Water discharges – 100% Method for measurement: Water discharge volumes by destination are tracked for all locations using utility billing, water balance & flow meters.
volumes by destination
Frequency: Data is compiled monthly for most locations using flow. The compiled global water inventory is reviewed at the corporate level for accuracy and is
compared to previous years/quarters to
understand trends. This is conducted for all Intel locations –manufacturing & non-manufacturing–however, only sites deemed material (>1% of global use) and
within ",0.998,0.8,0.659,intel_esg.pdf,398
intel_esg,Unknown,Water & Effluents,"W1.4a
(W1.4a) What proportion of suppliers do you request to report on their water use, risks and/or management information and what proportion of your procurement
spend does this represent?
Row 1
% of suppliers by number
Less than 1%
% of total procurement spend
26-50
Rationale for this coverage
Each year, Intel requests suppliers to report on their water use, risks and management through the CDP Water Security report based on 2 screening criteria: 1)
manufacturing suppliers that make up a substantial portion of total procurement spends or on the roadmap for Intel’s prestigious supplier Excel",0.953,0.79,0.482,intel_esg.pdf,402
intel_esg,Unknown,Water & Effluents,"Likelihood
Magnitude of impact
About as likely as not
Are you able to provide a potential financial impact figure?
Medium-low
Potential financial impact figure (currency)
Yes, a single figure estimate
Potential financial impact figure – minimum (currency)
1600000000
Potential financial impact figure – maximum (currency)
<Not Applicable>
Explanation of financial impact figure
<Not Applicable>
If an extreme weather event disrupted or halted manufacturing, we may be able to rely on our network of factories to transfer
production to another facility. If there was insufficient capacity to immediate",0.731,0.77,0.588,intel_esg.pdf,268
intel_esg,Unknown,Water & Effluents,"(W1.2j) Within your direct operations, indicate the highest level(s) to which you treat your discharge.
RelevanceVolume Comparison% of your Please explain
of (megaliters/year) of treated sites/facilities/operations
treatment volume with this volume applies to
level to previous
discharge reporting
year
Tertiary Relevant 45400 Higher 21-30 Tertiary treatment is relevant to Intel because our sites around the world are subject to wastewater discharge / sewer
treatment standards or permit limits that dictate our requirements.
Some of our sites –generally larger facilities– (e.g. Ronler Acres in OR,",0.5,0.77,0.606,intel_esg.pdf,401
intel_esg,Unknown,Water & Effluents,"(W4.2b) Why does your organization not consider itself exposed to water risks in its direct operations with the potential to have a substantive financial or
strategic impact?
Primary Please explain
reason
Row Risks exist,Given that good quality freshwater availability is vital to the manufacture of semiconductors, we've been mitigating water-related risks for years. The risk mitigation initiatives we undertake aim to
1 but no minimize risk & avoid potential substantive impacts related to water use in direct operations. We conduct water footprint analyses to understand impacts through our value",0.0,0.77,0.387,intel_esg.pdf,408
intel_esg,Unknown,Water & Effluents,"vs. 2019 baseline but fell slightly short of the 1.53X internal goal. Looking ahead, our 2030 goal is to increase product energy efficiency 10x for Intel client and server
microprocessors.
Estimated timeframe for realization
1 to 3 years
Magnitude of potential financial impact
Low-medium
Are you able to provide a potential financial impact figure?
Yes, a single figure estimate
Potential financial impact figure (currency)
663000000
Potential financial impact figure – minimum (currency)
<Not Applicable>
Potential financial impact figure – maximum (currency)
<Not Applicable>
Explanation of financ",1.0,0.77,0.67,intel_esg.pdf,409
intel_esg,Unknown,Water & Effluents,"(W6.2a) Identify the position(s) (do not include any names) of the individual(s) on the board with responsibility for water-related issues.
Position Please explain
of
individual
Board- Formal responsibility for oversight of Corporate Responsibility issues, including climate change and water stewardship, has been included in the Board's Corporate Governance and Nominating (CGN)
level Committee Charter since 2003. The CGN Committee has primary responsibility for oversight of issues related to risks arising from the company’s environmental, social and governance (ESG) practices
committee as well ",0.0,0.77,0.481,intel_esg.pdf,411
intel_esg,Unknown,Water & Effluents,"(W1.5c) Provide details of the water-related requirements that suppliers have to meet as part of your organization’s
purchasing process, and the compliance measures in place.
Water-related requirement
Reporting against a sustainability index with water-related factors (e.g., DJSI, CDP Water Security questionnaire, etc.)
% of suppliers with a substantive impact required to comply with this water-related requirement
100%
% of suppliers with a substantive impact in compliance with this water-related requirement
76-99
Mechanisms for monitoring compliance with this water-related requirement
Supplie",0.731,0.76,0.392,intel_esg.pdf,195
intel_esg,Unknown,Water & Effluents,"Retain and engage
Comment
Intel requests all suppliers (100%) of a subset identified to set a water-related target or goal through the CDP Water Security
questionnaire. We achieved a 100% response rate, with 93% of them publicly sharing their responses. In 2022, approximately
90% of these suppliers had established a water-related target or goal.
Our response to supplier non-compliance with this requirement is to retain and engage. This information is used as an input
for their scorecard and helps determine which suppliers should receive special recognition for their efforts, and which should
r",0.269,0.76,0.301,intel_esg.pdf,196
intel_esg,Unknown,Water & Effluents,"Contents Introduction Our Business People Sustainability Technology Appendix
2024 Water Inventory by Location and Source, continued
Reported in megaliters per year
Water Withdrawals by Source (Total water usage) – Megaliters per Year
Third-Party Water Withdrawals2 Water Withdrawals
(Purchased water sources) (On-site water sources) Net Positive
Total Fresh Water Water
Fresh Water Fresh Water Surface Water Ground Water Water Total Water Water Restored Progress Discharge
from Surface from Ground Sea Water Reclaimed Source Source Withdrawals Withdrawals Discharged Water Water (Watershed (% returne",0.269,0.74,0.333,intel_esg.pdf,54
intel_esg,Unknown,Water & Effluents,"Comparison
with Primary reason
previous for comparison FiveVolume reporting with previous year Primary reason for
(megaliters/year) year reporting year forecast forecast Please explain
Our 2022 total water withdrawals
decreased 24% compared to 2021
due to several factors. Our water
conservation efforts, including our
three large onsite water reclaim
facilities in Oregon, Arizona, and
Israel, significantly reduced our
demand for freshwater use. Also,
our 2022 production was impacted
by an uncertain macroeconomic
environment—with slowing
consumer demand, persistent
inflation, and higher interest",0.731,0.74,0.374,intel_esg.pdf,171
intel_esg,Unknown,Water & Effluents,"Longterm
Are water- time
related issues horizon
integrated? (years) Please explain
Ronler Acres, Oregon; and Ocotillo, Arizona). These state-of-the-art water treatment
facilities allow Intel to treat and reuse large volumes of water onsite. These types of financial
investments are evaluated and incorporated into Intel's Budget Forecast and Risk
Assessments.
Full site build out is estimated over time to support the facility’s operational life. Thus there
is no limit to the long-term time horizon (>30 years).
In 2021 we also integrated sustainability metrics into our financing activities for the",0.5,0.74,0.316,intel_esg.pdf,229
intel_esg,Unknown,Water & Effluents,"W2. Business impacts
W2.1
(W2.1) Has your organization experienced any detrimental water-related impacts?
No
W2.2
(W2.2) In the reporting year, was your organization subject to any fines, enforcement orders, and/or other penalties for water-related regulatory violations?
Yes, fines, enforcement orders or other penalties but none that are considered as significant
W2.2a
(W2.2a) Provide the total number and financial value of all water-related fines.
Row 1
Total number of fines
1
Total value of fines
100
% of total facilities/operations associated
4
Number of fines compared to previous reporting",0.0,0.74,0.191,intel_esg.pdf,404
intel_esg,Unknown,Water & Effluents,"W7. Business strategy
W7.1
(W7.1) Are water-related issues integrated into any aspects of your long-term strategic business plan, and if so how?
Are water- Long- Please explain
related term
issues time
integrated? horizon
(years)
Long- Yes, water- > 30 We have a long-term strategic plan that integrates water-related issues indefinitely, as full site build out is estimated over time to support the facility’s operational life (>30 years).
term related Our goals are deeply rooted in our corporate purpose and are fully integrated across every aspect of our business to enable us to create value for",1.0,0.74,0.729,intel_esg.pdf,414
intel_esg,Unknown,Water & Effluents,"Target set in
this category Please explain
Water withdrawals Yes <Not Applicable>
Water, Sanitation, and Hygiene (WASH) services Yes <Not Applicable>
Other Yes <Not Applicable>
W8.1b
(W8.1b) Provide details of your water-related targets and the progress made.
Target reference number
Target 1
Category of target
Water withdrawals
Target coverage
Company-wide (direct operations only)
Quantitative metric
Other, please specify (Volume of freshwater withdrawals reduced by water conservation projects)
Year target was set
2021
Base year
2021
Base year figure
0
Target year
2022
Target year figure
8.5
R",1.0,0.73,0.51,intel_esg.pdf,232
intel_esg,Unknown,Water & Effluents,"Contribution of incentives to the
Role(s) entitled Performance achievement of your organization’s
to incentive indicator water commitments Please explain
Reduction of water In 2020, 2021 and 2022, we included in
withdrawals – direct our APB sustainability targets aligned
operations with our company-wide commitment to
Reduction in water achieve our 2030 RISE goals, including
consumption volumes net positive water by 2030. These include
– direct operations the following:
Corporate Improvements in Reduction of water withdrawals
executive team water efficiency – Water-related issues at Intel are (",1.0,0.72,0.598,intel_esg.pdf,225
intel_esg,Unknown,Water & Effluents,"Comparison
with Primary reason
previous for comparison FiveVolume reporting with previous year Primary reason for
(megaliters/year) year reporting year forecast forecast Please explain
Company-wide volume of water
conserved increased by
approximately 4% in 2022, as
compared to 2021, and increased
36% from 2020.
In 2022, our water conservation
efforts, including our three onsite
reclaim facilities, significantly
reduced our demand for freshwater.
Also, our production was impacted
by an uncertain macroeconomic
environment, leading to decreased
water use. Finally, the Dalian, China
site was sold ",0.731,0.71,0.384,intel_esg.pdf,173
intel_esg,Unknown,Water & Effluents,"Row 1
Assessment of supplier impact
Yes, we assess the impact of our suppliers
Considered in assessment
Basin status (e.g., water stress or access to WASH services)
Supplier dependence on water
Supplier impacts on water availability
Supplier impacts on water quality
Procurement spend
Number of suppliers identified as having a substantive impact
61
% of total suppliers identified as having a substantive impact
Less than 1%
Please explain
Intel requests suppliers to report on their water use, risks & management through the CDP Water Security report based on 2
screening criteria: 1) manufacturing",0.119,0.71,0.231,intel_esg.pdf,194
intel_esg,Unknown,Water & Effluents,"W2. Business impacts
W2.1
(W2.1) Has your organization experienced any detrimental water-related impacts?
No
W2.2
(W2.2) In the reporting year, was your organization subject to any fines, enforcement orders, and/or other penalties
for water-related regulatory violations?
Waterrelated Fines, enforcement
regulatory orders, and/or other
violations penalties Comment
Fines, but none that are At our Ronler Acres, Oregon manufacturing site, the pH of the acid waste neutralization
Row considered as compliance point went below limit due to a problem with the tank pH probe. A full review of
1 Yes signif",0.119,0.71,0.306,intel_esg.pdf,200
intel_esg,Unknown,Water & Effluents,"(W4.2b) Why does your organization not consider itself exposed to water risks in its direct operations with the
potential to have a substantive financial or strategic impact?
Primary reason Please explain
Good quality freshwater availability is vital to the manufacture of semiconductors. We've been assessing and
mitigating water-related risks for years. We conduct detailed water footprint analyses annually to understand
impacts through our value chain. We also perform direct operations risk assessments at least 2x/year to
evaluate impacts to water parameters. Among the water-related risks we h",0.0,0.71,0.452,intel_esg.pdf,214
intel_esg,Unknown,Water & Effluents,"100
% of target achieved relative to base year
Target status in reporting year
Achieved
Please explain
Provision of fully-functioning, safely managed WASH services to all workers is a company-wide requirement for all facilities
and is built into Intel Master Design Specifications (IMDS), company-wide building/construction requirements that
incorporate policies, best practices, applicable standards and building codes. Our annual target is to provide access to fullyfunctioning, safely managed WASH services for 100% of our employees. In addition to maintenance record and employee
satisfaction sur",0.982,0.71,0.537,intel_esg.pdf,238
intel_esg,Unknown,Water & Effluents,"Intel Corporation - Water Security 2022
W0. Introduction
W0.1
(W0.1) Give a general description of and introduction to your organization.
Intel is an industry leader, creating world-changing technology that enables global progress and enriches lives. Inspired by Moore’s Law, we continuously work to advance the
design and manufacturing of semiconductors to help address our customers’ greatest challenges. We stand at the brink of several technology inflections—cloud, mobility
fueled by 5G, artificial intelligence (AI) and machine learning, and the intelligent edge—that together will shape the fu",0.881,0.71,0.662,intel_esg.pdf,395
intel_esg,Unknown,Water & Effluents,"(W1.4b) Provide details of any other water-related supplier engagement activity.
Type of engagement
Incentivizing for improved water management and stewardship
Details of engagement
Water management and stewardship action is integrated into your supplier evaluation
Water management and stewardship is featured in supplier awards scheme
Other, please specify (Reporting progress against water-related targets is incentivized in your supplier relationship management)
% of suppliers by number
Less than 1%
% of total procurement spend
26-50
Rationale for the coverage of your engagement
Intel has esta",1.0,0.7,0.649,intel_esg.pdf,403
intel_esg,Unknown,Water & Effluents,"Contents Introduction Our Business People Sustainability Technology Appendix
Water Stewardship
By responsibly managing our water use, as guided by our Global Water
Policy, we aim to meet our business needs and those of our communities.
Intel earned a “B” rating on the
In 2024, we returned and restored 106%1 (by volume) of our fresh water
withdrawals to our communities through efficient water management, 2024 CDP survey for Water Security.
water reuse, and projects funded by Intel that enabled water restoration
in local watersheds.
Our water strategy has three focus areas: reduce the water used",0.998,0.69,0.62,intel_esg.pdf,33
intel_esg,Unknown,Water & Effluents,"Indirect
Direct use use
importance importance
rating rating Please explain
recycled water where available (currently CA and AZ) and use onsite water recycling
systems to reduce FW use. During 2022, our on-site water recycling facility in AZ
resulted in a 10% YoY increase in direct water savings. This innovative water
treatment facility allows Intel to treat and reuse water onsite in systems such as
cooling towers and scrubbers, resulting in a substantial increase in water conservation
and reduction of FW demand. In the future, we don’t expect the importance of our
reliance on recycled water to",0.982,0.69,0.654,intel_esg.pdf,163
intel_esg,Unknown,Water & Effluents,"Through Intel's global water management strategy, we have identified substantive opportunities to improve water efficiency
in our operations, including water conservation projects and water-efficient buildings (LEED® certification, silver, gold and
platinum). We invest in projects that yield immediate return-on-investment (ROI), as well as longer-term strategic projects
that may take several years to reach a positive ROI. Water conservation projects range from small scale –such as installing
smart irrigation for landscaping– to construction of large-scale onsite water treatment facilities that",0.998,0.69,0.583,intel_esg.pdf,216
intel_esg,Unknown,Water & Effluents,"Magnitude of potential financial impact
Low-medium
Are you able to provide a potential financial impact figure?
Yes, a single figure estimate
Potential financial impact figure (currency)
509000000
Potential financial impact figure – minimum (currency)
<Not Applicable>
Potential financial impact figure – maximum (currency)
<Not Applicable>
Explanation of financial impact
One of the main indirect contributors to our water footprint is the energy usage of our products (i.e., indirect water use
associated with generating electricity). Our strategy to reduce indirect water usage is to continue to d",0.953,0.69,0.572,intel_esg.pdf,218
intel_esg,Unknown,Water & Effluents,"Position of
individual or
committee Responsibilities for water-related issues
the year and feedback received through these activities is communicated to Intel’s Board of Directors and relevant
committees (including CGN).
An example of a decision made by a Board committee was to incorporate additional environmental goals as part of the ESG
metrics for Intel's 2022 Annual Performance Bonus (APB). The Compensation Committee reviewed and provided approval
in early 2022 of two water-related targets: to conserve 8.5 billion gallons of water, and to restore 2.5 billion gallons of
water in 2022.
W6.2b",0.007,0.69,0.335,intel_esg.pdf,221
intel_esg,Unknown,Water & Effluents,"Intel set an ambitious 2022 target to reduce our freshwater intake by conserving (water reduction, reuse, and recycling) more
than 8.5 billion gallons (BG) of water. This target was set considering the exclusion of water savings at our Dalian, China
manufacturing site. Our Dalian site was sold at the end of 2021 as part of the first closing of the divestiture of our NAND
Memory business. This target was selected to drive a reduction of environmental impacts by decreasing overall freshwater
withdrawals across the company. It was tied to our 2022 Annual Performance Bonus (APB) which provides str",1.0,0.68,0.592,intel_esg.pdf,233
intel_esg,Unknown,Water & Effluents,"Primary
Comparison reason for
with comparison
previous with previous
Volume reporting reporting
Relevance (megaliters/year) year year Please explain
future. Our sites around the world are subject to
wastewater discharge/sewer standards or permit
requirements that dictate our requirements to
discharge to sewer (i.e., to our local municipalities)
where additional treatment in the local publicly-owned
treatment works (POTW) occurs prior to discharge to
surface/ground water sources.
Third party discharge destination is relevant to Intel
because the majority of our discharges is sent to local
munic",0.5,0.67,0.515,intel_esg.pdf,181
intel_esg,Unknown,Water & Effluents,"manufacturers and other cloud service providers who buy our products through distributor, reseller, retail, and OEM channels
throughout the world. Our worldwide reseller sales channel consists of thousands of indirect customers—systems builders
that purchase Intel® processors and other products from our distributors.
Water Strategy and Goals:
In 2020 we announced our 2030 RISE strategy and goals –our corporate responsibility commitment to be: Responsible,
Inclusive, Sustainable, and Enable technology solutions. As a part of the ""Sustainable"" pillar, we aim to achieve net positive
water by cons",0.982,0.66,0.605,intel_esg.pdf,160
intel_esg,Unknown,Water & Effluents,"Details of engagement
Water management and stewardship is featured in supplier awards scheme
% of suppliers by number
Less than 1%
% of suppliers with a substantive impact
100%
Rationale for your engagement
Intel has established supplier selection requirements, including sustainability, that prioritizes procurement of suppliers that
meet those requirements. We communicate our expectations in supplier contracts and provide training & written
documentation on our supplier website. Intel requests annual reporting on water management/stewardship through CDP for
those suppliers meeting 2 criteria: ",0.731,0.66,0.564,intel_esg.pdf,198
intel_esg,Unknown,Water & Effluents,"W-FI
(W-FI) Use this field to provide any additional information or context that you feel is relevant to your organization's response. Please note that this field is optional
and is not scored.
Toward 2030: Intel's RISE goals
Intel’s purpose is to create world-changing technology that improves the lives of every person on earth. Our continuing commitment to corporate
responsibility is embedded in our purpose. That commitment—built on a strong foundation of transparency, governance, ethics, and respect for human
rights—creates value for Intel and our stakeholders by helping us mitigate risks, r",0.993,0.66,0.667,intel_esg.pdf,418
intel_esg,Unknown,Water & Effluents,"We have invested almost $13 million in energy conservation projects during 2022, resulting in cumulative savings of more
tIhdaenn t9i7fi0e rm illion kWh and more than $70 million from the 2020 baseline through the end of 2022.
Where in the value chain does the risk driver occur?
Risk 2
Risk type & Primary climate-related risk driver
Direct operations
Primary potential financial impact
Acute physical Other, please specify (Increased severity and frequency of extreme weather events such as cyclones and floods)
Climate risk type mapped to traditional financial services industry risk classificatio",0.0,0.65,0.373,intel_esg.pdf,267
intel_esg,Unknown,Water & Effluents,"W1.2d
(W1.2d) Indicate whether water is withdrawn from areas with water stress and provide the proportion.
Withdrawals % ComparisonIdentification Please explain
are from withdrawnwith tool
areas with from previous
water stress areas with reporting
water year
stress
Row Yes 26-50 About the WRI How tool is applied: We used WRI’s Aqueduct Water Risk Atlas in 2021 to evaluate all 25 Intel sites included in our water inventory (covering material
1 same Aqueduct portion of our global water use) to determine the baseline water stress for current and future conditions This risk assessment identified 9",0.953,0.65,0.731,intel_esg.pdf,399
intel_esg,Unknown,Water & Effluents,"Contents Introduction Our Business People Sustainability Technology Appendix
2024 Water Inventory by Location and Source
The following table details our water use, discharge, consumption, conservation, and restoration by source and destination for Intel sites around the world. Our fresh water withdrawals totaled 11.1 billion gallons (41,942 megaliters)
in 2024. Approximately 78% of the water used at our sites was sent back to municipal treatment operations, where it was treated so that it could be used for other purposes or to recharge surface or groundwater sources. For
additional information",0.269,0.64,0.468,intel_esg.pdf,53
intel_esg,Unknown,Water & Effluents,"Comparison
of treated
Relevance volume
of with Primary reason
treatment previous for comparison % of your
level to Volume reporting with previous sites/facilities/operations
discharge (megaliters/year) year reporting year this volume applies to Please explain
volume of discharges, this
number would be 81-90%.
Secondary treatment is
relevant to Intel because
our sites around the world
are subject to wastewater
discharge / sewer
standards or permit limits
that dictate our
requirements.
Secondary treatment is
used to treat Intel’s
wastewater discharges
because some of Intel’s
smaller facilities h",0.5,0.64,0.376,intel_esg.pdf,184
intel_esg,Unknown,Water & Effluents,"Contents Introduction Our Business People Sustainability Technology Appendix
A Year in Review
Intel plays a critical role in the global technology ecosystem. In 2024, Next-Gen Process Technology Training Tomorrow’s Workforce
we continued our transformational journey to remake this great
We expect volume production for Intel 18A, Intel Foundry’s leading- AI represents a paradigm shift with great potential to deliver new
company. We have built a market-leading position in the AI PC category
edge process node, to begin in 2025. Core Intel 18A technologies— opportunities and tools. Training, upski",0.953,0.62,0.696,intel_esg.pdf,4
